Time (h),Aeration rate(Fg:L/h),Agitator RPM(RPM:RPM),Sugar feed rate(Fs:L/h),Acid flow rate(Fa:L/h),Base flow rate(Fb:L/h),Heating/cooling water flow rate(Fc:L/h),Heating water flow rate(Fh:L/h),Water for injection/dilution(Fw:L/h),Air head pressure(pressure:bar),Dumped broth flow(Fremoved:L/h),Substrate concentration(S:g/L),Dissolved oxygen concentration(DO2:mg/L),Penicillin concentration(P:g/L),Vessel Volume(V:L),Vessel Weight(Wt:Kg),Temperature(T:K),Generated heat(Q:kJ),carbon dioxide percent in off-gas(CO2outgas:%),PAA flow(Fpaa:PAA flow (L/h)),PAA concentration offline(PAA_offline:PAA (g L^{-1})),Oil flow(Foil:L/hr),NH_3 concentration off-line(NH3_offline:NH3 (g L^{-1})),Oxygen Uptake Rate(OUR:(g min^{-1})),Oxygen in percent in off-gas(O2:O2  (%)),Offline Penicillin concentration(P_offline:P(g L^{-1})),Offline Biomass concentratio(X_offline:X(g L^{-1})),Carbon evolution rate(CER:g/h),Ammonia shots(NH3_shots:kgs),Viscosity(Viscosity_offline:centPoise),Fault reference(Fault_ref:Fault ref),1- No Raman spec, 1-Raman spec recorded,2-PAT control(PAT_ref:PAT ref)
196.8,75,100,80,0.0,9.4694,68.491,1.2617,150,0.9,0,49.429,13.006,9.8562,66729,76243,297.93,119.29,1.0853,10,,23,,0.61565,0.19839,,,1.0347,0,,0,1,9,9
197.0,75,100,80,0.0,5.2484,20.547,87.445,150,0.9,0,49.583,12.994,9.8448,66772,76296,298.1,170.87,1.085,10,,23,,0.61669,0.19839,,,1.0344,0,,0,1,9,9
197.2,75,100,80,0.0,1.5999,75.453,8.7445,150,0.9,0,49.736,12.975,9.8335,66815,76348,297.98,135.47,1.0846,10,,23,,0.62883,0.1983,,,1.034,0,,0,1,9,9
197.4,75,100,80,0.0,1.5528,39.061,0.87445,150,0.9,0,49.892,12.964,9.8222,66857,76400,297.88,102.83,1.0843,10,,23,,0.64462,0.19818,,,1.0337,0,,0,1,9,9
197.6,75,100,80,0.0,5.006,11.718,66.068,150,0.9,0,50.047,12.978,9.8108,66900,76452,297.99,137.38,1.0839,10,,23,,0.64145,0.1982,,,1.0334,0,,0,1,9,9
197.8,75,100,80,0.0,9.0625,45.762,6.6068,150,0.9,0,50.198,12.985,9.7994,66943,76506,297.9,108.41,1.0836,10,,23,,0.64866,0.19815,,,1.033,0,,0,1,9,9
198.0,75,100,80,0.0,10.331,13.729,121.15,150,0.9,0,50.348,12.977,9.7879,66987,76559,298.16,192.46,1.0832,10,,23,,0.66433,0.19803,,,1.0327,0,,0,1,9,9
198.2,75,100,80,0.0,7.7516,102.35,12.115,150,0.9,0,50.497,12.96,9.7765,67031,76612,298.04,152.88,1.0829,10,,23,,0.67805,0.19793,,,1.0324,0,,0,1,9,9
198.4,75,100,80,0.0,3.6465,63.299,1.2115,150,0.9,0,50.646,12.952,9.7652,67073,76664,297.92,115.29,1.0826,10,,23,,0.67654,0.19794,,,1.0321,0,,0,1,9,9
198.6,75,100,80,0.0,1.3779,18.99,83.732,150,0.9,0,50.795,12.945,9.7541,67116,76716,298.07,164.13,1.0822,10,,23,,0.67862,0.19793,,,1.0317,0,,0,1,9,9
198.8,75,100,80,0.0,2.8348,70.089,8.3732,150,0.9,0,50.943,12.947,9.7428,67158,76768,297.97,130.06,1.0819,10,,23,,0.68233,0.1979,,,1.0314,0,,0,1,9,9
199.0,75,100,80,0.0,6.6777,34.594,0.83732,150,0.9,0,51.089,12.958,9.7316,67201,76820,297.87,98.192,1.0815,10,,23,,0.68454,0.19789,,,1.0311,0,,0,1,9,9
199.2,75,100,80,0.0,9.8221,10.378,64.721,150,0.9,0,51.234,12.967,9.7202,67245,76874,297.97,131.78,1.0812,10,,23,,0.68531,0.19788,,,1.0307,0,,0,1,9,9
199.4,75,100,80,0.0,9.7748,42.638,6.4721,150,0.9,0,51.376,12.976,9.7089,67289,76927,297.88,103.51,1.0808,10,,23,,0.67636,0.19795,,,1.0304,0,,0,1,9,9
199.6,75,100,80,0.0,6.641,12.791,119.33,150,0.9,0,51.516,12.968,9.6977,67332,76979,298.14,186.44,1.0805,10,,23,,0.67571,0.19795,,,1.0301,0,,0,1,9,9
199.8,75,100,80,0.0,3.0791,99.161,11.933,150,0.9,0,51.656,12.956,9.6865,67375,77031,298.02,147.84,1.0801,10,,23,,0.67972,0.19792,,,1.0297,0,,0,1,9,9
200.0,75,100,80,0.0,1.9148,60.675,1.1933,150,0.9,0,51.796,12.964,9.6755,67417,77082,297.9,109.49,1.0798,10,,23,,0.66827,0.19801,,,1.0294,0,,0,1,9,9
200.2,65,100,80,0.0,3.9919,18.203,86.167,250,0.9,0,51.924,13.09,9.6617,67478,77153,298.06,159.23,1.2318,4,,23,,0.64103,0.19717,,,1.0182,0,,0,1,9,9
200.4,65,100,80,0.0,7.7279,69.36,8.6167,250,0.9,0,52.047,13.099,9.6478,67541,77225,297.94,122.65,1.2396,4,,23,,0.65696,0.19702,,,1.0246,0,,0,1,9,9
200.6,65,100,80,0.0,9.9328,20.808,154.29,250,0.9,0,52.169,13.101,9.6338,67603,77296,298.29,233.48,1.2396,4,,23,,0.666,0.19694,,,1.0247,0,,0,1,9,9
200.8,65,100,80,0.0,9.0784,139.5,15.429,250,0.9,0,52.291,13.095,9.6199,67666,77368,298.13,181.28,1.2392,4,,23,,0.6746,0.19687,,,1.0244,0,,0,1,9,9
201.0,65,100,80,0.0,5.787,91.346,1.5429,250,0.9,0,52.411,13.096,9.6061,67727,77439,297.97,130.81,1.2388,4,,23,,0.66947,0.19691,,,1.024,0,,0,1,9,9
201.2,65,100,80,0.0,3.0074,42.814,0.15429,250,0.9,0,52.533,13.081,9.5925,67789,77509,297.85,93.691,1.2384,4,,23,,0.68016,0.19682,,,1.0237,0,,0,1,9,9
201.4,65,100,80,0.0,2.9817,12.844,67.555,250,0.9,0,52.656,13.091,9.579,67850,77579,297.96,127.83,1.238,4,,23,,0.67488,0.19687,,,1.0234,0,,0,1,9,9
201.6,65,100,80,0.0,5.6293,45.02,6.7555,250,0.9,0,52.781,13.104,9.5653,67912,77650,297.86,96.205,1.2376,4,,23,,0.67336,0.19688,,,1.023,0,,0,1,9,9
201.8,65,100,80,0.0,8.8316,13.506,129.15,250,0.9,0,52.904,13.116,9.5516,67974,77722,298.14,186.64,1.2372,4,,23,,0.67399,0.19688,,,1.0227,0,,0,1,9,9
202.0,65,100,80,0.0,10.06,106.4,12.915,250,0.9,0,53.025,13.128,9.5379,68037,77794,298.01,144.07,1.2368,4,,23,,0.66981,0.19692,,,1.0223,0,,0,1,9,9
202.2,65,100,80,0.0,8.3596,63.861,1.2915,250,0.9,0,53.145,13.139,9.5243,68099,77865,297.89,104.27,1.2364,4,,23,,0.65791,0.19702,,,1.022,0,,0,1,9,9
202.4,65,100,80,0.0,5.1876,19.158,90.592,250,0.9,0,53.267,13.142,9.5107,68161,77936,298.05,158.4,1.236,4,,23,,0.64937,0.19709,,,1.0217,0,,0,1,9,9
202.6,65,100,80,0.0,2.9191,73.955,9.0592,250,0.9,0,53.385,13.135,9.4973,68222,78006,297.95,125.1,1.2356,4,,23,,0.65314,0.19706,,,1.0213,0,,0,1,9,9
202.8,65,100,80,0.0,3.3631,39.027,0.90592,250,0.9,0,53.503,13.138,9.4839,68283,78077,297.85,92.981,1.2352,4,,23,,0.65581,0.19704,,,1.021,0,,0,1,9,9
203.0,65,100,80,0.0,6.0327,11.708,72.771,250,0.9,0,53.621,13.156,9.4705,68345,78147,297.98,133.02,1.2348,4,,23,,0.64969,0.19709,,,1.0207,0,,0,1,9,9
203.2,65,100,80,0.0,8.6881,49.777,7.2771,250,0.9,0,53.739,13.17,9.457,68407,78219,297.89,104.34,1.2344,4,,23,,0.64647,0.19712,,,1.0203,0,,0,1,9,9
203.4,65,100,80,0.0,9.0028,14.933,130.16,250,0.9,0,53.859,13.178,9.4435,68470,78290,298.17,195.64,1.2339,4,,23,,0.64339,0.19715,,,1.02,0,,0,1,9,9
203.6,65,100,80,0.0,6.8966,108.96,13.016,250,0.9,0,53.983,13.18,9.43,68532,78361,298.05,156.97,1.2335,4,,23,,0.639,0.19719,,,1.0196,0,,0,1,9,9
203.8,65,100,80,0.0,4.3215,71.903,1.3016,250,0.9,0,54.104,13.175,9.4167,68593,78432,297.93,116.55,1.2331,4,,23,,0.64121,0.19717,,,1.0193,0,,0,1,9,9
204.0,65,100,80,0.0,3.4541,21.571,94.467,250,0.9,0,54.225,13.185,9.4035,68654,78503,298.1,173.81,1.2327,4,7479.4,23,3788.3,0.63344,0.19724,9.457,18.559,1.0189,0,90.26,0,1,9,9
204.2,65,100,80,0.0,4.9852,80.754,9.4467,250,0.9,0,54.345,13.192,9.3902,68716,78573,297.99,138.17,1.2323,4,,23,,0.63419,0.19723,,,1.0186,0,,0,1,9,9
204.4,65,100,80,0.0,7.6427,45.284,0.94467,250,0.9,0,54.465,13.216,9.3769,68778,78644,297.88,103.29,1.2319,4,,23,,0.62149,0.19734,,,1.0183,0,,0,1,9,9
204.6,65,100,80,0.0,9.3731,13.585,73.177,250,0.9,0,54.584,13.221,9.3635,68840,78716,298.01,142.64,1.2315,4,,23,,0.62426,0.19732,,,1.0179,0,,0,1,9,9
204.8,65,100,80,0.0,9.0508,51.902,7.3177,250,0.9,0,54.702,13.227,9.3503,68903,78787,297.91,111.12,1.2311,4,,23,,0.6212,0.19735,,,1.0176,0,,0,1,9,9
205.0,65,100,80,0.0,6.8742,15.571,129.63,250,0.9,0,54.817,13.233,9.337,68965,78858,298.19,200.96,1.2306,4,,23,,0.61285,0.19742,,,1.0172,0,,0,1,9,9
205.2,65,100,80,0.0,4.4643,108.25,12.963,250,0.9,0,54.934,13.231,9.3239,69026,78929,298.05,156.78,1.2302,4,,23,,0.61209,0.19743,,,1.0169,0,,0,1,9,9
205.4,65,100,80,0.0,3.7058,66.256,1.2963,250,0.9,0,55.051,13.235,9.3108,69087,78999,297.92,114.66,1.2298,4,,23,,0.61037,0.19744,,,1.0165,0,,0,1,9,9
205.6,65,100,80,0.0,5.1455,19.877,87.148,250,0.9,0,55.167,13.253,9.2977,69149,79070,298.07,164.66,1.2294,4,,23,,0.60052,0.19753,,,1.0162,0,,0,1,9,9
205.8,65,100,80,0.0,7.6117,70.786,8.7148,250,0.9,0,55.284,13.279,9.2846,69211,79141,297.96,127.98,1.229,4,,23,,0.58468,0.19766,,,1.0158,0,,0,1,9,9
206.0,65,100,80,0.0,9.2381,33.571,0.87148,250,0.9,0,55.401,13.283,9.2715,69273,79212,297.86,94.548,1.2286,4,,23,,0.58722,0.19764,,,1.0155,0,,0,1,9,9
206.2,65,100,80,0.0,8.9048,10.071,64.501,250,0.9,0,55.52,13.278,9.2584,69335,79284,297.96,126.69,1.2281,4,,23,,0.59609,0.19757,,,1.0152,0,,0,1,9,9
206.4,65,100,80,0.0,6.9803,39.478,6.4501,250,0.9,0,55.638,13.268,9.2454,69397,79355,297.87,97.567,1.2277,4,,23,,0.60553,0.19749,,,1.0148,0,,0,1,9,9
206.6,65,100,80,0.0,5.0966,11.843,117.27,250,0.9,0,55.757,13.273,9.2324,69459,79426,298.11,177.31,1.2273,4,,23,,0.6006,0.19753,,,1.0145,0,,0,1,9,9
206.8,65,100,80,0.0,4.5787,91.627,11.727,250,0.9,0,55.878,13.281,9.2195,69520,79496,297.99,137.68,1.2269,4,,23,,0.59497,0.19758,,,1.0141,0,,0,1,9,9
207.0,65,100,80,0.0,5.8487,52.231,1.1727,250,0.9,0,55.996,13.287,9.2066,69582,79567,297.88,100.5,1.2265,4,,23,,0.59609,0.19757,,,1.0138,0,,0,1,9,9
207.2,65,100,80,0.0,7.9154,15.669,80.629,250,0.9,0,56.113,13.299,9.1936,69644,79638,298.01,145.76,1.226,4,,23,,0.59355,0.19759,,,1.0134,0,,0,1,9,9
207.4,65,100,80,0.0,9.1811,59.507,8.0629,250,0.9,0,56.229,13.302,9.1807,69706,79710,297.92,113.17,1.2256,4,,23,,0.59776,0.19756,,,1.0131,0,,0,1,9,9
207.6,65,100,80,0.0,8.8345,17.852,140.64,250,0.9,0,56.343,13.29,9.1677,69768,79781,298.22,212.54,1.2252,4,,23,,0.61254,0.19743,,,1.0127,0,,0,1,9,9
207.8,65,100,80,0.0,7.0721,119.75,14.064,250,0.9,0,56.459,13.289,9.1549,69830,79852,298.09,169.74,1.2248,4,,23,,0.61482,0.19741,,,1.0124,0,,0,1,9,9
208.0,65,100,80,0.0,4.9991,80.764,1.4064,250,0.9,0,56.573,13.289,9.1421,69892,79923,297.96,126.13,1.2243,4,,23,,0.61328,0.19743,,,1.012,0,,0,1,9,9
208.2,65,100,80,0.0,4.1607,39.338,0.14064,250,0.9,0,56.684,13.295,9.1294,69953,79993,297.85,92.371,1.2239,4,,23,,0.60975,0.19746,,,1.0117,0,,0,1,9,9
208.4,65,100,80,0.0,5.1872,11.801,66.368,250,0.9,0,56.794,13.299,9.1167,70015,80063,297.96,126.13,1.2235,4,,23,,0.6121,0.19744,,,1.0113,0,,0,1,9,9
208.6,65,100,80,0.0,7.265,42.375,6.6368,250,0.9,0,56.904,13.317,9.104,70076,80134,297.87,97.991,1.2231,4,,23,,0.60364,0.19751,,,1.011,0,,0,1,9,9
208.8,65,100,80,0.0,8.9881,12.713,119.53,250,0.9,0,57.013,13.324,9.0912,70139,80205,298.12,180.17,1.2227,4,,23,,0.60477,0.1975,,,1.0106,0,,0,1,9,9
209.0,65,100,80,0.0,9.0848,94.305,11.953,250,0.9,0,57.123,13.325,9.0784,70201,80276,298.01,145.09,1.2222,4,,23,,0.60773,0.19748,,,1.0103,0,,0,1,9,9
209.2,65,100,80,0.0,7.6368,60.297,1.1953,250,0.9,0,57.233,13.319,9.0657,70263,80347,297.9,106.82,1.2218,4,,23,,0.61458,0.19742,,,1.0099,0,,0,1,9,9
209.4,65,100,80,0.0,5.4604,18.089,89.054,250,0.9,0,57.344,13.305,9.0531,70324,80418,298.06,159.48,1.2214,4,,23,,0.62699,0.19732,,,1.0095,0,,0,1,9,9
209.6,65,100,80,0.0,4.1778,69.956,8.9054,250,0.9,0,57.457,13.307,9.0406,70386,80488,297.95,125.91,1.2209,4,,23,,0.62711,0.19732,,,1.0092,0,,0,1,9,9
209.8,65,100,80,0.0,4.7673,35.929,0.89054,250,0.9,0,57.568,13.304,9.0281,70447,80558,297.86,93.351,1.2205,4,,23,,0.6356,0.19724,,,1.0088,0,,0,1,9,9
210.0,65,100,80,0.0,6.7152,10.779,68.72,250,0.9,0,57.682,13.321,9.0155,70509,80629,297.96,129.02,1.2201,4,,23,,0.62904,0.1973,,,1.0085,0,,0,1,9,9
210.2,65,100,80,0.0,8.5256,43.204,6.872,250,0.9,-4000,57.796,13.334,9.003,69861,79900,297.87,99.359,1.2116,4,,23,,0.6208,0.19739,,,1.0015,0,,0,1,9,9
210.4,65,100,80,0.0,0.0,12.961,122.11,250,0.9,-4000,57.913,13.319,8.9905,69212,79170,298.13,183.41,1.1995,4,,23,,0.60817,0.19752,,,0.99143,0,,0,1,9,9
210.6,65,100,80,0.0,0.0,97.462,12.211,250,0.9,-4000,58.034,13.342,8.978,68562,78440,298.01,144.37,1.1872,4,,23,,0.58154,0.19778,,,0.98118,0,,0,1,9,9
210.8,65,100,80,0.51867,0.0,58.94,1.2211,250,0.9,-4000,58.155,13.364,8.9654,67913,77710,297.89,106.01,1.1748,4,,23,,0.55486,0.19803,,,0.97093,0,,0,1,9,9
211.0,65,100,80,1.0375,0.0,17.682,86.415,250,0.9,-4000,58.278,13.382,8.9528,67264,76980,298.05,156.43,1.1625,4,,23,,0.53236,0.19825,,,0.96069,0,,0,1,9,9
211.2,65,100,80,1.5563,0.0,69.156,8.6415,250,0.9,-4000,58.402,13.413,8.9401,66615,76250,297.93,119.27,1.1501,4,,23,,0.49837,0.19857,,,0.95047,0,,0,1,9,9
211.4,65,100,80,2.0753,0.0,20.747,157.75,250,0.9,-4000,58.53,13.425,8.9273,65966,75520,298.3,232.87,1.1378,4,,23,,0.48232,0.19873,,,0.94027,0,,0,1,9,9
211.6,65,100,80,2.5943,0.0,144.62,15.775,250,0.9,-4000,58.659,13.435,8.9143,65318,74791,298.1,172.37,1.1255,4,,23,,0.47011,0.19886,,,0.93008,0,,0,1,9,9
211.8,65,100,80,3.1134,0.0,85.452,1.5775,250,0.9,-4000,58.789,13.454,8.9014,64669,74062,297.93,120.55,1.1133,4,,23,,0.44869,0.19907,,,0.91991,0,,0,1,9,9
212.0,65,100,80,3.6326,0.0,25.636,101.18,250,0.9,-4000,58.925,13.461,8.8883,64021,73333,298.13,181.28,1.101,4,,23,,0.43998,0.19917,,,0.90976,0,,0,1,9,9
212.2,65,100,80,4.152,0.0,93.461,10.118,250,0.9,0,59.063,13.463,8.8752,64083,73404,297.98,135.74,1.097,4,,23,,0.43956,0.19918,,,0.90643,0,,0,1,9,9
212.4,65,100,80,4.6761,0.0,44.789,1.0118,250,0.9,0,59.203,13.457,8.8622,64144,73475,297.86,98.767,1.0964,4,,23,,0.45118,0.19908,,,0.90593,0,,0,1,9,9
212.6,65,100,80,5.1983,0.0,13.437,72.234,250,0.9,0,59.343,13.475,8.8491,64207,73547,297.99,137.65,1.096,4,,23,,0.43902,0.19919,,,0.9056,0,,0,1,9,9
212.8,65,100,80,0.0,0.0,53.404,7.2234,250,0.9,0,59.482,13.463,8.8362,64267,73617,297.88,104.89,1.0956,4,,23,,0.44057,0.19917,,,0.90527,0,,0,1,9,9
213.0,65,100,80,0.0,0.0,16.021,142.43,250,0.9,0,59.621,13.485,8.8233,64328,73688,298.22,207.18,1.0952,4,,23,,0.42186,0.19933,,,0.90494,0,,0,1,9,9
213.2,65,100,80,0.0,0.0,128.81,14.243,250,0.9,0,59.756,13.487,8.8103,64389,73758,298.05,157.63,1.0948,4,,23,,0.42305,0.19932,,,0.90462,0,,0,1,9,9
213.4,65,100,80,0.0,0.0,77.96,1.4243,250,0.9,0,59.89,13.486,8.7975,64450,73828,297.9,111.7,1.0944,4,,23,,0.42891,0.19928,,,0.90429,0,,0,1,9,9
213.6,65,100,80,0.0,3.2404,23.388,102.3,250,0.9,0,60.023,13.517,8.7845,64512,73899,298.11,175.24,1.094,4,,23,,0.41046,0.19943,,,0.90396,0,,0,1,9,9
213.8,65,100,80,0.0,8.9423,93.009,10.23,250,0.9,0,60.155,13.541,8.7715,64575,73971,297.97,131.73,1.0936,4,,23,,0.40514,0.19948,,,0.90363,0,,0,1,9,9
214.0,65,100,80,0.0,12.909,46.183,1.023,250,0.9,0,60.286,13.572,8.7583,64638,74044,297.85,95.382,1.0932,4,,23,,0.38845,0.19963,,,0.9033,0,,0,1,9,9
214.2,65,100,80,0.0,12.31,13.855,76.717,250,0.9,0,60.415,13.568,8.7453,64701,74117,297.99,138.47,1.0928,4,,23,,0.39346,0.19958,,,0.90297,0,,0,1,9,9
214.4,65,100,80,0.0,7.9161,57.851,7.6717,250,0.9,0,60.545,13.561,8.7323,64764,74189,297.87,103.47,1.0924,4,,23,,0.39298,0.19959,,,0.90264,0,,0,1,9,9
214.6,65,100,80,0.0,2.8113,17.355,152.81,250,0.9,0,60.677,13.552,8.7195,64825,74260,298.24,214.2,1.092,4,,23,,0.39117,0.1996,,,0.90231,0,,0,1,9,9
214.8,65,100,80,0.0,0.96803,138.72,15.281,250,0.9,0,60.81,13.545,8.7068,64886,74330,298.05,155.77,1.0916,4,,23,,0.39744,0.19955,,,0.90198,0,,0,1,9,9
215.0,65,100,80,0.0,3.5676,78.879,1.5281,250,0.9,0,60.942,13.576,8.6941,64948,74401,297.89,108.13,1.0912,4,,23,,0.37802,0.19972,,,0.90164,0,,0,1,9,9
215.2,65,100,80,0.0,8.7723,23.664,99.791,250,0.9,0,61.073,13.597,8.6812,65011,74473,298.09,168.45,1.0908,4,,23,,0.37416,0.19975,,,0.90131,0,,0,1,9,9
215.4,65,100,80,0.0,13.219,88.726,9.9791,250,0.9,0,61.206,13.627,8.6682,65074,74546,297.95,126.09,1.0904,4,,23,,0.36001,0.19987,,,0.90098,0,,0,1,9,9
215.6,65,100,80,0.0,14.29,26.618,189.74,250,0.9,0,61.336,13.629,8.6552,65138,74619,298.41,266.64,1.09,4,,23,,0.36303,0.19985,,,0.90064,0,,0,1,9,9
215.8,65,100,80,0.0,11.43,183.94,18.974,250,0.9,0,61.47,13.633,8.6423,65201,74692,298.17,193.25,1.0896,4,,23,,0.35604,0.19991,,,0.90031,0,,0,1,9,9
216.0,65,100,80,0.0,6.5766,113.25,1.8974,250,0.9,0,61.604,13.621,8.6296,65263,74763,297.97,131.18,1.0892,4,7529.7,23,3821.2,0.35816,0.19989,8.6812,17.571,0.89997,0,88.754,0,1,9,9
216.2,65,100,80,0.0,2.7541,51.623,0.18974,250,0.9,0,61.735,13.61,8.6171,65325,74834,297.83,89.466,1.0888,4,,23,,0.36358,0.19985,,,0.89964,0,,0,1,9,9
216.4,65,100,80,0.0,2.4083,15.487,75.742,250,0.9,0,61.869,13.625,8.6046,65386,74905,297.96,130.23,1.0884,4,,23,,0.35139,0.19995,,,0.8993,0,,0,1,9,9
216.6,65,100,80,0.0,5.5949,55.856,7.5742,250,0.9,0,62.001,13.649,8.592,65448,74976,297.85,94.192,1.088,4,,23,,0.33973,0.20005,,,0.89897,0,,0,1,9,9
216.8,65,100,80,0.0,10.167,16.757,154.92,250,0.9,0,62.131,13.657,8.5793,65511,75049,298.21,206.71,1.0876,4,,23,,0.3467,0.19999,,,0.89863,0,,0,1,9,9
217.0,65,100,80,0.0,13.34,137.8,15.492,250,0.9,0,62.259,13.68,8.5665,65574,75121,298.01,145.7,1.0872,4,,23,,0.33682,0.20008,,,0.89829,0,,0,1,9,9
217.2,65,100,80,0.0,13.378,74.75,1.5492,250,0.9,0,62.392,13.681,8.5539,65638,75195,297.85,95.084,1.0868,4,,23,,0.33922,0.20006,,,0.89795,0,,0,1,9,9
217.4,65,100,80,0.0,10.34,22.425,104.65,250,0.9,0,62.526,13.678,8.5413,65701,75267,298.06,159.14,1.0864,4,,23,,0.33834,0.20007,,,0.89762,0,,0,1,9,9
217.6,65,100,80,0.0,5.935,89.502,10.465,250,0.9,0,62.661,13.667,8.5288,65763,75339,297.9,112.04,1.086,4,,23,,0.34145,0.20004,,,0.89728,0,,0,1,9,9
217.8,65,100,80,0.0,2.9425,26.851,206.15,250,0.9,0,62.794,13.668,8.5164,65824,75410,298.4,266.7,1.0856,4,,23,,0.33654,0.20009,,,0.89694,0,,0,1,9,9
218.0,65,100,80,0.0,3.3462,196.72,20.615,250,0.9,0,62.927,13.681,8.504,65885,75480,298.16,189.93,1.0851,4,,23,,0.32904,0.20015,,,0.8966,0,,0,1,9,9
218.2,65,100,80,0.0,6.7733,122.66,2.0615,250,0.9,0,63.058,13.711,8.4916,65948,75552,297.94,122.79,1.0847,4,,23,,0.31152,0.2003,,,0.89626,0,,0,1,9,9
218.4,65,100,80,0.0,11.196,36.798,137.76,250,0.9,0,63.185,13.733,8.4791,66011,75624,298.23,212.04,1.0843,4,,23,,0.30273,0.20038,,,0.89591,0,,0,1,9,9
218.6,65,100,80,0.0,14.25,135.32,13.776,250,0.9,0,63.311,13.759,8.4665,66074,75697,298.03,150.54,1.0839,4,,23,,0.28805,0.20051,,,0.89557,0,,0,1,9,9
218.8,65,100,80,0.0,14.227,73.411,1.3776,250,0.9,0,63.438,13.774,8.454,66138,75770,297.87,101.44,1.0835,4,,23,,0.27667,0.2006,,,0.89523,0,,0,1,9,9
219.0,65,100,80,0.0,10.749,22.023,97.04,250,0.9,0,63.564,13.757,8.4416,66201,75843,298.05,158.6,1.0831,4,,23,,0.2871,0.20052,,,0.89489,0,,0,1,9,9
219.2,65,100,80,0.0,5.5221,81.718,9.704,250,0.9,0,63.689,13.74,8.4294,66263,75914,297.91,113.24,1.0827,4,,23,,0.29616,0.20044,,,0.89454,0,,0,1,9,9
219.4,65,100,80,0.0,1.9866,24.516,189.42,250,0.9,0,63.813,13.739,8.4172,66324,75984,298.36,253.78,1.0823,4,,23,,0.29211,0.20047,,,0.8942,0,,0,1,9,9
219.6,65,100,80,0.0,2.4061,177.64,18.942,250,0.9,0,63.938,13.736,8.4051,66385,76055,298.13,182.65,1.0818,4,,23,,0.29987,0.20041,,,0.89386,0,,0,1,9,9
219.8,65,100,80,0.0,6.3164,109.16,1.8942,250,0.9,0,64.066,13.747,8.3929,66447,76126,297.93,119.02,1.0814,4,,23,,0.3038,0.20038,,,0.89351,0,,0,1,9,9
220.0,65,100,80,0.0,11.216,32.749,127.62,250,0.9,0,64.193,13.76,8.3806,66510,76199,298.19,199.57,1.081,4,,23,,0.30781,0.20034,,,0.89317,0,,0,1,9,9
220.2,65,100,80,0.0,14.254,120.44,12.762,250,0.9,0,64.319,13.775,8.3682,66574,76271,298.0,140.46,1.0806,4,,23,,0.30487,0.20037,,,0.89282,0,,0,1,9,9
220.4,65,100,80,0.0,13.535,60.348,1.2762,250,0.9,0,64.445,13.772,8.3559,66637,76344,297.85,94.405,1.0802,4,,23,,0.30977,0.20033,,,0.89247,0,,0,1,9,9
220.6,65,100,80,0.0,9.3666,18.104,87.209,250,0.9,0,64.572,13.761,8.3438,66700,76416,298.01,143.82,1.0798,4,,23,,0.31445,0.20029,,,0.89213,0,,0,1,9,9
220.8,65,100,80,0.0,4.4189,67.938,8.7209,250,0.9,0,64.697,13.749,8.3318,66761,76487,297.87,102.13,1.0793,4,,23,,0.31826,0.20026,,,0.89178,0,,0,1,9,9
221.0,65,100,80,0.0,1.8632,20.381,172.17,250,0.9,0,64.822,13.742,8.3199,66822,76558,298.28,228.11,1.0789,4,,23,,0.32316,0.20021,,,0.89143,0,,0,1,9,9
221.2,65,100,80,0.0,3.2342,155.01,17.217,250,0.9,0,64.943,13.764,8.3079,66884,76628,298.05,156.24,1.0785,4,,23,,0.30926,0.20033,,,0.89108,0,,0,1,9,9
221.4,65,100,80,0.0,7.5277,83.511,1.7217,250,0.9,0,65.062,13.786,8.2959,66946,76700,297.87,99.81,1.0781,4,,23,,0.30139,0.2004,,,0.89073,0,,0,1,9,9
221.6,65,100,80,0.0,12.02,25.053,106.55,250,0.9,0,65.181,13.803,8.2838,67009,76772,298.07,163.23,1.0777,4,,23,,0.29927,0.20042,,,0.89039,0,,0,1,9,9
221.8,65,100,80,0.0,13.921,90.891,10.655,250,0.9,0,65.3,13.798,8.2717,67073,76845,297.9,109.66,1.0772,4,,23,,0.31245,0.20031,,,0.89004,0,,0,1,9,9
222.0,65,100,80,0.0,12.026,27.267,212.28,250,0.9,0,65.418,13.804,8.2597,67136,76917,298.4,268.04,1.0768,4,,23,,0.30707,0.20036,,,0.88968,0,,0,1,9,9
222.2,65,100,80,0.0,7.4548,197.88,21.228,250,0.9,0,65.538,13.783,8.2477,67198,76988,298.11,177.42,1.0764,4,,23,,0.31985,0.20025,,,0.88933,0,,0,1,9,9
222.4,65,100,80,0.0,3.2927,110.21,2.1228,250,0.9,0,65.657,13.769,8.2359,67259,77059,297.89,107.15,1.076,4,,23,,0.32861,0.20017,,,0.88898,0,,0,1,9,9
222.6,65,100,80,0.0,2.2583,33.064,126.74,250,0.9,0,65.778,13.781,8.2242,67320,77129,298.14,185.13,1.0755,4,,23,,0.31916,0.20026,,,0.88863,0,,0,1,9,9
222.8,65,100,80,0.0,4.9103,115.69,12.674,250,0.9,0,65.898,13.797,8.2124,67382,77200,297.95,124.04,1.0751,4,,23,,0.31258,0.20031,,,0.88828,0,,0,1,9,9
223.0,65,100,80,0.0,9.4956,34.708,245.99,250,0.9,0,66.016,13.809,8.2005,67444,77272,298.53,309.5,1.0747,4,,23,,0.31594,0.20028,,,0.88792,0,,0,1,9,9
